VIC
Host,dn,id,model,vendor,serial,blade_id,chassis_id,oper_state,operability,presence,part_number,admin_power_state,base_mac,conn_path,conn_status,perf,voltage,thermal,pci_addr,pci_slot
172.16.54.166,sys/chassis-3/blade-1/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP90,1,3,operable,unknown,equipped,,none,00:00:33:84:90:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-1/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP91,1,3,operable,unknown,equipped,,none,00:00:33:84:91:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-3/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP92,3,3,operable,unknown,equipped,,none,00:00:33:85:92:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-3/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP93,3,3,operable,unknown,equipped,,none,00:00:33:85:93:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-7/adaptor-4,4,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP94,7,3,operable,unknown,equipped,,none,00:00:33:86:94:01,B,B,not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-7/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP96,7,3,operable,unknown,equipped,,none,00:00:33:87:96:01,B,B,not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-3/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP104,3,4,operable,unknown,equipped,,none,00:00:37:97:04:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-3/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP105,3,4,operable,unknown,equipped,,none,00:00:37:97:05:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-1/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP102,1,4,operable,unknown,equipped,,none,00:00:37:96:02:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-1/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP103,1,4,operable,unknown,equipped,,none,00:00:37:96:03:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-7/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP108,7,4,operable,unknown,equipped,,none,00:00:37:99:08:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-5/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP106,5,4,operable,unknown,equipped,,none,00:00:37:98:06:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A


PCI
Host,dn,id,model,vendor,serial,mac_left,mac_right,smbios_id,discovery_state,controller_reported


VHBAS
Host,id,dn,model,vendor,serial,wwn,node_wwn,admin_state,order,boot_dev,cdn_name,discovery,chassis_id,ep_dn,host_port,name,if_role,if_type,link_state,max_data_field_size,presence,oper_state,operability,original_node_wwn,original_wwn


MEMORY
Host,dn,id,model,vendor,serial,capacity,clock,presence
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-13,13,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2041,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-14,14,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2042,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-15,15,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2043,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-16,16,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2044,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-17,17,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2045,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-18,18,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2046,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-19,19,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2047,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-20,20,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2048,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-21,21,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2049,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-22,22,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2050,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-23,23,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2051,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-24,24,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2052,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-25,25,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2053,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-26,26,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2054,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-27,27,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2055,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-28,28,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2056,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-29,29,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2057,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-30,30,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2058,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-31,31,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2059,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-32,32,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2060,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-33,33,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2061,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-34,34,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2062,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-35,35,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2063,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-36,36,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2064,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-37,37,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2065,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-38,38,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2066,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-39,39,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2067,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-40,40,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2068,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-41,41,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2069,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-42,42,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2070,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-43,43,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2071,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-44,44,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2072,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-45,45,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2073,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-46,46,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2074,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-47,47,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2075,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-48,48,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2076,32768,2133,equipped


FABRIC_INTERCONNECT
Host,dn,id,model,vendor,serial,oob_if_gw,oob_if_ip,oob_if_mask,total_memory
172.16.54.166,sys/switch-A,A,UCS-FI-6332-16UP,"Cisco Systems, Inc.",JAB121800UL,172.16.54.2,172.16.54.168,255.255.255.0,32901
172.16.54.166,sys/switch-B,B,UCS-FI-6332-16UP,"Cisco Systems, Inc.",JAB221800UL,172.16.54.2,172.16.54.167,255.255.255.0,33606


VNICS
Host,id,dn,name,cdn_name,mac,mtu,admin_state,boot_dev,chassis_id,side,slot_id,switch_id,presence,discovery,link_state,oper_state,operability,ep_dn,host_port,if_type,if_role,order,original_mac


DISKS
Host,id,model,vendor,serial,device_type,connection_protocol,disk_state,block_size,bootable,link_speed,number_of_blocks,operability,presence,size,power_state
172.16.54.166,1,AL13SXB45EN,TOSHIBA,SRVDISK170,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,2,AL13SXB45EN,TOSHIBA,SRVDISK171,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,1,AL13SXB45EN,TOSHIBA,SRVDISK172,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,2,AL13SXB45EN,TOSHIBA,SRVDISK173,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,3,HUC101212CSS600,HGST,SRVDISK174,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,4,HUC101212CSS600,HGST,SRVDISK175,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,1,HUC101212CSS600,HGST,SRVDISK176,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,2,HUC101212CSS600,HGST,SRVDISK177,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,1,AL13SXB45EN,TOSHIBA,SRVDISK196,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,2,AL13SXB45EN,TOSHIBA,SRVDISK197,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,1,AL13SXB45EN,TOSHIBA,SRVDISK194,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,2,AL13SXB45EN,TOSHIBA,SRVDISK195,HDD,SAS,unconfigured-good,512,false,6-gbps,879097856,operable,equipped,429247,active
172.16.54.166,1,HUC101212CSS600,HGST,SRVDISK200,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,2,HUC101212CSS600,HGST,SRVDISK201,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,1,HUC101212CSS600,HGST,SRVDISK198,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown
172.16.54.166,2,HUC101212CSS600,HGST,SRVDISK199,HDD,SAS,unknown,512,unknown,unknown,4800974782464,not-supported,equipped,2344225968,unknown


STORAGE
Host,dn,id,model,vendor,serial,type,oper_state,operability,oprom_boot_status,raid_support
172.16.54.166,sys/chassis-3/blade-1/board/storage-SAS-1,1,LSI 6G MegaRAID 9265-8i,LSI Corp.,SRVCTLR124,SAS,unknown,operable,enabled,"RAID0, RAID1, RAID5, RAID6, RAID10, RAID50, RAID60"
172.16.54.166,sys/chassis-3/blade-3/board/storage-SAS-1,1,LSI 6G MegaRAID 9265-8i,LSI Corp.,SRVCTLR125,SAS,unknown,operable,enabled,"RAID0, RAID1, RAID5, RAID6, RAID10, RAID50, RAID60"
172.16.54.166,sys/chassis-3/blade-7/board/storage-SAS-4,4,UCSB-MRAID12G,Cisco Systems Inc,SRVCTLR126,SAS,unknown,unknown,enabled,"RAID0, RAID1, RAID10"
172.16.54.166,sys/chassis-3/blade-7/board/storage-SAS-1,1,UCSB-MRAID12G,Cisco Systems Inc,SRVCTLR127,SAS,unknown,unknown,enabled,"RAID0, RAID1, RAID10"
172.16.54.166,sys/chassis-4/blade-3/board/storage-SAS-1,1,LSI 6G MegaRAID 9265-8i,LSI Corp.,SRVCTLR140,SAS,unknown,operable,enabled,"RAID0, RAID1, RAID5, RAID6, RAID10, RAID50, RAID60"
172.16.54.166,sys/chassis-4/blade-1/board/storage-SAS-1,1,LSI 6G MegaRAID 9265-8i,LSI Corp.,SRVCTLR139,SAS,unknown,operable,enabled,"RAID0, RAID1, RAID5, RAID6, RAID10, RAID50, RAID60"
172.16.54.166,sys/chassis-4/blade-7/board/storage-SAS-1,1,UCSB-MRAID12G,Cisco Systems Inc,SRVCTLR142,SAS,unknown,unknown,enabled,"RAID0, RAID1, RAID10"
172.16.54.166,sys/chassis-4/blade-5/board/storage-SAS-1,1,UCSB-MRAID12G,Cisco Systems Inc,SRVCTLR141,SAS,unknown,unknown,enabled,"RAID0, RAID1, RAID10"


CPU
Host,dn,id,model,vendor,arch,cores,cores_enabled,oper_state,socket_designation,speed,stepping,threads
172.16.54.166,sys/chassis-3/blade-1/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-3/blade-1/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU2,0.002000,8,8
172.16.54.166,sys/chassis-3/blade-3/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-3/blade-3/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU2,0.002000,8,8
172.16.54.166,sys/chassis-3/blade-7/board/cpu-3,3,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU1,2.200000,8,8
172.16.54.166,sys/chassis-3/blade-7/board/cpu-4,4,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU2,2.200000,8,8
172.16.54.166,sys/chassis-3/blade-7/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-3/blade-7/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU2,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-3/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-3/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU2,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-1/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-1/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-2880 v2 @ 2.50GHz,Intel(R) Corporation,Xeon,5,5,operable,CPU2,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-7/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-7/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU2,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-5/board/cpu-1,1,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU1,0.002000,8,8
172.16.54.166,sys/chassis-4/blade-5/board/cpu-2,2,Intel(R) Xeon(R) CPU E7-8880 v4 @ 2.20GHz,Intel(R) Corporation,Xeon,2,2,operable,CPU2,0.002000,8,8


PSU
Host,id,model,vendor,serial,type,oper_state
172.16.54.166,2,UCS-PSU-6332-AC,"Cisco Systems, Inc.",psu_2B,ac,operable
172.16.54.166,1,UCS-PSU-6332-AC,"Cisco Systems, Inc.",psu_1B,ac,operable
172.16.54.166,2,UCS-PSU-6332-AC,"Cisco Systems, Inc.",psu_2A,ac,operable
172.16.54.166,1,UCS-PSU-6332-AC,"Cisco Systems, Inc.",psu_1A,ac,operable
172.16.54.166,2,NXK-PAC-400W,"Cisco Systems, Inc.",FXPSU26,ac,operable
172.16.54.166,1,NXK-PAC-400W,"Cisco Systems, Inc.",FXPSU25,ac,operable
172.16.54.166,2,N2200-PAC-400W,"Cisco Systems, Inc.",FXPSU28,ac,operable
172.16.54.166,1,N2200-PAC-400W,"Cisco Systems, Inc.",FXPSU27,ac,operable
172.16.54.166,1,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU85,ac,operable
172.16.54.166,2,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU86,ac,operable
172.16.54.166,3,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU87,ac,operable
172.16.54.166,4,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU88,ac,operable
172.16.54.166,1,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU101,ac,operable
172.16.54.166,2,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU102,ac,operable
172.16.54.166,3,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU103,ac,operable
172.16.54.166,4,UCSB-PSU-2500ACDV,Cisco Systems Inc,CHPSU104,ac,operable


